Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Head Of Finance,SATHAPANA Limited Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: Rewards over performance,Highlights:International Standard Join an experienced team,Career Opportunities: Learn new skills on job Promotion opportunities Management potential,Today,https://www.jobnet.com.mm/job/head-of-finance-sathapana-limited-myanmar/94881,3
IT Data Center & System Administration Assistant,SATHAPANA Limited Myanmar,"IT Hardware, Software",Yangon,Benefits: Medical Benefits Opportunities for professional growth and development Vibrant and inclusive workplace culture,Highlights:Fun Working Environment,Career Opportunities: Learn New Skills on Job Promotion Opportunities,Today,https://www.jobnet.com.mm/job/it-data-center-and-system-administration-assistant-sathapana-limited-myanmar/95283,3
Junior Application Developer (Web/Mobile),SATHAPANA Limited Myanmar,"IT Hardware, Software",Yangon,Benefits: Medical Benefits Opportunities for professional growth and development Vibrant and inclusive workplace culture,Highlights:Fun Working Environment International Standards,Career Opportunities: Learn New Skills on Job Promotion Opportunities,Today,https://www.jobnet.com.mm/job/junior-application-developer-web-mobile-sathapana-limited-myanmar/95487,3
Deputy Head Of Admin,SATHAPANA Limited Myanmar,Administrative,Yangon,Benefits: Medical Benefits Opportunities for professional growth and development Vibrant and inclusive workplace culture,Highlights:Fun Working Environment International Standards,Career Opportunities: Learn New Skills on Job Promotion Opportunities,Today,https://www.jobnet.com.mm/job/deputy-head-of-admin-sathapana-limited-myanmar/95556,3
Recruitment Officer,SATHAPANA Limited Myanmar,"HR, Training and Recruitment",Yangon,Benefits: Medical Benefits Opportunities for professional growth and development Vibrant and inclusive workplace culture,Highlights:Fun Working Environment Join an experienced team,Career Opportunities: Learn New Skills on Job Promotion Opportunities Training provided,Today,https://www.jobnet.com.mm/job/recruitment-officer-sathapana-limited-myanmar/95612,3
Network & Cyber Security Administration Manager,SATHAPANA Limited Myanmar,"IT Hardware, Software",Yangon,Benefits: Medical Benefits Opportunities for professional growth and development Vibrant and inclusive workplace culture,Highlights:Fun Working Environment,Career Opportunities: Learn New Skills on Job Promotion Opportunities,Today,https://www.jobnet.com.mm/job/network-and-cyber-security-administration-manager-sathapana-limited-myanmar/96126,3
Customer Service Manager (NPT ),"Global Technology Co., Ltd (GlobalNet)","Customer Service, Support",NayPyiTaw,Benefits: Attendance Bonus Meal & Transportation Allowance Rewards for Over Performance,"Highlights:Positive , Development Environment",Career Opportunities: Training Provided Learn New Skills on job Promotion Opportunities Management Potential,Today,https://www.jobnet.com.mm/job/customer-service-manager-npt-global-technology-co-ltd-globalnet/88307,3
Quality Assurance Assistant(QA Assistant/Male Only,Javelin Services Ltd(AEQUITAS Holding)),Quality Assurance,Yangon,Benefits: •	Work for an International company •	Develop your skills to international standards •	Opportunity to add to salary through quarterly bonuses,Highlights:Work as part of a tight-knit international team of professionals,Career Opportunities: • Training provided • Work closely with the Directors • Management Potential • Travel opportunities,Today,https://www.jobnet.com.mm/job/quality-assurance-assistantqa-assistant-male-only-javelin-services-ltdaequitas-holding/96449,3
Assistant Marketing Manager,Jardine CM Restaurant Group (Pizza Hut Myanmar),"Marketing, Media, Creative",Yangon,Benefits: *Travel Allowance *Phone Allowance *OT payments *Rewards for excellent performance,Highlights:*Fun working environment *International Standards *Join an experienced team,Career Opportunities: *Learn new skills on the job *Promotion opportunities,Today,https://www.jobnet.com.mm/job/assistant-marketing-manager-jardine-cm-restaurant-group-pizza-hut-myanmar/89115,3
Sales Representative (Mawlamyine),Coca-Cola Pinya Beverages Myanmar,"Sales, Business Development",Mon State,Benefits: Bonus + Commission,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,Today,https://www.jobnet.com.mm/job/sales-representative-mawlamyine-coca-cola-pinya-beverages-myanmar/96641,3
Service Development Manager,MPT - Myanma Posts & Telecommunications,"Marketing, Media, Creative",Yangon,Benefits: Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,Today,https://www.jobnet.com.mm/job/service-development-manager-mpt-myanma-posts-and-telecommunications/95591,3
"Medical Representative (Yangon, or Naypyitaw)","Yee Shin Co.,Ltd","Sales, Business Development",Yangon,"Benefits: -Sim-Card,  -Ferry,  -Travel allowance",Highlights:-Fun Working Environment -Make and different -Join an experienced Team,"Career Opportunities: -Oversea Training , - Promotion",Today,https://www.jobnet.com.mm/job/medical-representative-yangon-or-naypyitaw-yee-shin-co-ltd/94723,3
Medical Product Specialist,"Yee Shin Co.,Ltd","Medical, Nursing, Pharmacy",Yangon,"Benefits: -Sim Card,  -Ferry,  -Travel allowance,",Highlights:-Fun working environment  -Join an experience Team,"Career Opportunities: -Oversea Training ,  -Promotion",Today,https://www.jobnet.com.mm/job/medical-product-specialist-yee-shin-co-ltd/93974,3
Sales And Marketing Manager,"Yee Shin Co.,Ltd","Sales, Business Development",Yangon,"Benefits: -Sim-Card,  -Ferry,  -Travel allowance",Highlights:-Fun Working Environment -Make and different -Join an experienced Team,"Career Opportunities: -Oversea Training , - Promotion",Today,https://www.jobnet.com.mm/job/sales-and-marketing-manager-yee-shin-co-ltd/93973,4
Executive Sales,"Corporate Zware Group Co.,Ltd","Sales, Business Development",Yangon,Benefits: Location – South Oaklapa Tsp (Nearest Ferry) Working Time – Mon to Sat (9:00 AM- 5:00 PM),Highlights:You can make a difference,Career Opportunities: Possibility for job training,Today,https://www.jobnet.com.mm/job/executive-sales-corporate-zware-group-co-ltd/96637,4
Senior Sales Executive,Mottama Trading,"Sales, Business Development",Yangon,Benefits: Meal and Travel Allowance Overtime Payment Ferry Lunch Uniform Phone Bill,Highlights:Join an experience team,Career Opportunities: Training Provided Learn new skill on the job,Today,https://www.jobnet.com.mm/job/senior-sales-executive-mottama-trading/82926,4
General Manager,"Hafary Myanmar-Leading Tile Supplier, Singapore",Management,Yangon,Benefits: Allowance for Management  Health Insurance  Yearly Bonus,Highlights:Make a difference,Career Opportunities: Learn new skills on the job,Today,https://www.jobnet.com.mm/job/general-manager-hafary-myanmar-leading-tile-supplier-singapore/96634,4
Accountant (Yangon),Grand Wynn Group of Companies,"Finance, Accounting, Audit",Yangon,Benefits: Uniform Ferry Provided,Highlights:Join an experience team,Career Opportunities: Learn new skills on the job,Today,https://www.jobnet.com.mm/job/accountant-yangon-grand-wynn-group-of-companies/95520,4
Accountant (Mandalay),Grand Wynn Group of Companies,"Finance, Accounting, Audit",Mandalay,Benefits: Uniform,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the Job,Today,https://www.jobnet.com.mm/job/accountant-mandalay-grand-wynn-group-of-companies/96104,4
Finance Executive,Real Growth Energy,"Finance, Accounting, Audit",Yangon,"Benefits: Ferry provide Saturday, Sunday and Gazette Day off Travelling allowance",Highlights:Join an experienced team. Fum working environment,Career Opportunities: Career growth opportunities Promotion opportunities,Today,https://www.jobnet.com.mm/job/finance-executive-real-growth-energy/96633,4
Retail Sales Manager,Industry Leading Company,"Sales, Business Development",Yangon,Benefits: Rewards for over performance,Highlights:Fun Working environment Make a difference Join an experienced team,Career Opportunities: Training provided Learn new Skills on the job Management potential,Today,https://www.jobnet.com.mm/job/retail-sales-manager/95640,4
Assistant General Manager,Industry Leading Company,"Project, Operations Management",Yangon,Benefits: Rewards for over performance,Highlights:Fun Working environment Make a difference Join an experienced team,Career Opportunities: Training provided Learn new Skills on the job Management potential,Today,https://www.jobnet.com.mm/job/assistant-general-manager/96155,4
Procurement Manager,Aung Myin Thu Group of Companies,"Procurement, Supply Chain",Mandalay,Benefits: - Bonus + Commission  - Travel allowance  - Phone Bill,Highlights:Join an experience workplace.,Career Opportunities: Training Provide,Today,https://www.jobnet.com.mm/job/procurement-manager-aung-myin-thu-group-of-companies/96484,4
Brand Executive,Myanmar Oasis Manufacturing,"Marketing, Media, Creative",Yangon,Benefits: •	Bonus  •	Ferry Arrange  •	Phone Bill  •	Rewards,Highlights:•	Happy Working Environment,Career Opportunities: •	Training provided  •	Learn new skills on the job  •	Promotion opportunity •	Management potential,Today,https://www.jobnet.com.mm/job/brand-executive-myanmar-oasis-manufacturing/96627,4
IT Manager,Industry Leading Company,"IT Hardware, Software",Yangon,Benefits: Rewards over performance,Highlights:Make a difference,Career Opportunities: Opportunities for promotion,Today,https://www.jobnet.com.mm/job/it-manager/96626,4
Logistics Supervisor,"Hafary Myanmar-Leading Tile Supplier, Singapore","Logistics, Warehousing, Port",Yangon,Benefits: Health Insurance  Overtime Payments  Monthly Attendance Bonus  Yearly Bonus,Highlights:Join an experienced team,Career Opportunities: Promotion opportunities,Today,https://www.jobnet.com.mm/job/logistics-supervisor-hafary-myanmar-leading-tile-supplier-singapore/96625,4
Network Design Supervisor,MPT - Myanma Posts & Telecommunications,"Engineering, Technical, HSE",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,Today,https://www.jobnet.com.mm/job/network-design-supervisor-mpt-myanma-posts-and-telecommunications/96624,4
Preschool Assistant English Teacher,"Minn Tun Trading Co.,Ltd","Education, Teaching, Childcare",Yangon,Benefits: Provide free transportation.,Highlights:Join a winning team,Career Opportunities: Possibility for job training,Today,https://www.jobnet.com.mm/job/preschool-assistant-english-teacher-minn-tun-trading-co-ltd/96622,4
Document Reviewer,Dauntless Discovery International,"Legal, Risk and Compliance",Yangon,Benefits: Private Health Insurance + Flexi Working Hours + Leave Benefits + OT Incentives,"Highlights:- 30-40 hrs per week & OT(x2 pay), Weekly Pay Range 100,000 MMK to 150,000 MMK - Great Flexibility- Fun Working Environment - Lots of Trainings",Career Opportunities: - Training Provided - Career Progression and Opportunity to become a Project Manager,Today,https://www.jobnet.com.mm/job/document-reviewer-dauntless-discovery-international/84321,4
Sales Executive (Real Estate) Yangon/ Other Region,Industry Leading Company,"Sales, Business Development",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills,Today,https://www.jobnet.com.mm/job/sales-executive-real-estate-yangon-other-region/96618,4
Finance Officer,"CAG Engineering Co.,Ltd","Finance, Accounting, Audit",Yangon,"Benefits: Benefits: Annual Reward + Annual Leaves + Overtime payments + Performance  Saturday ,sunday and Getezere holiday Off office hour(9:00 AM to 5:00PM)",Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,Today,https://www.jobnet.com.mm/job/finance-officer-cag-engineering-co-ltd/96616,4
Finance Manager,Industry Leading Company,"Finance, Accounting, Audit",Yangon,Benefits: Rewards for over performance,Highlights:Fun Working environment Make a difference Join an experienced team,Career Opportunities: Training provided Learn new Skills on the job Management potential,Today,https://www.jobnet.com.mm/job/finance-manager/96615,4
"Assistant Manager, Training",AIA Myanmar,"HR, Training and Recruitment",Mandalay,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Career Opportunities: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Today,https://www.jobnet.com.mm/job/assistant-manager-training-aia-myanmar/96612,4
