Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Talent Developer / Sales Trainer,Dai-ichi Life Insurance Myanmar Ltd.,"HR, Training and Recruitment",Yangon,Benefits: Rewards on performance,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,11 Feb 2025,https://www.jobnet.com.mm/job/talent-developer-sales-trainer-dai-ichi-life-insurance-myanmar-ltd/110706,3
.Net Developer/ System Analyst,Dai-ichi Life Insurance Myanmar Ltd.,"IT Hardware, Software",Yangon,Benefits: - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Learn new skills and techniques,11 Feb 2025,https://www.jobnet.com.mm/job/net-developer-system-analyst-dai-ichi-life-insurance-myanmar-ltd/110705,3
Sale & Marketing Executive,"Infotel Myanmar Co.,Ltd","Sales, Business Development",Yangon,Benefits: Promotion and salary reviews based on KPI every year.  Attendance Bonus / Project Bonus / Overtime Allowance / Training Material Provide,Highlights:Join an experience Team.,Career Opportunities: Learning skills on the Job  Promotion Opportunities,11 Feb 2025,https://www.jobnet.com.mm/job/sale-and-marketing-executive-infotel-myanmar-co-ltd/110704,3
Finance & Account Manager,EcoSmart,"Finance, Accounting, Audit",Yangon,Benefits: attractive salary + bonus,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,11 Feb 2025,https://www.jobnet.com.mm/job/finance-and-account-manager-ecosmart/110701,3
"Assistant Manager, Data Network Analyst",ATOM,"IT Hardware, Software",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage  - Bonus Entitlement,Highlights:- Make a difference - Join an experienced team,Career Opportunities: - Learn new Skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/assistant-manager-data-network-analyst-atom/110700,3
"Sales Executive, Technical Sales - Food & Beverage",DKSH ( Myanmar ) Ltd,"Sales, Business Development",Yangon,Benefits: As per company policy,Highlights:Fun working environment International standards,Career Opportunities: Learn new skills on job,10 Feb 2025,https://www.jobnet.com.mm/job/sales-executive-technical-sales-food-and-beverage-dksh-myanmar-ltd/107220,3
Personal Tutor (Coach) YGN & MDY,Wall Street English Myanmar,"Education, Teaching, Childcare",Yangon,Benefits: -Free English -Training Provided,Highlights:-International Working environment - Opportunity to learn and improve English Skill,Career Opportunities: -Learn new skills on the job -Promotional opportunities,10 Feb 2025,https://www.jobnet.com.mm/job/personal-tutor-coach-ygn-and-mdy-wall-street-english-myanmar/110698,3
Tour Operating Executive,"Epic World Co.,Ltd","Hospitality, Hotel, Tourism",Yangon,"Benefits: Bonus, Commission Travel Allowance Bonus for over Performance",Highlights:Fun Working Environment,Career Opportunities: Training provided learn new skills on the Job Promotion opportunities,10 Feb 2025,https://www.jobnet.com.mm/job/tour-operating-executive-epic-world-co-ltd/110697,3
Business Development GM,Panda Textile Company Limited,"Sales, Business Development",Yangon,Benefits: 1) Bonus + Commission  2) Competitive Salary  3) Training & Development Program,Highlights:Join a winning team,Career Opportunities: Possibility for job training,10 Feb 2025,https://www.jobnet.com.mm/job/business-development-gm-panda-textile-company-limited/110696,3
Supervisor - Engineering,Colgate-Palmolive (Myanmar) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Fixed bonus - KPI bonus - Monthly allowance - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,10 Feb 2025,https://www.jobnet.com.mm/job/supervisor-engineering-colgate-palmolive-myanmar-ltd/110695,3
Sales Admin Supervisor,"Shwe Zoon Manufacturing Co.,Ltd","Sales, Business Development",Yangon,Benefits: Travel Allowance Overtime payments Rewards for over performance,Highlights:Fun working environment Join an experience team,Career Opportunities: Training provided Learn new skills on the job Promotion opportunities,10 Feb 2025,https://www.jobnet.com.mm/job/sales-admin-supervisor-shwe-zoon-manufacturing-co-ltd/110693,4
Field Team Leader,Apollo Towers Myanmar Limited,"Engineering, Technical, HSE",Mandalay,Benefits: Rewards for over performance,Highlights:Join an experienced Tower Co. Team,Career Opportunities: Learn new skills on Job Promotion opportunity,10 Feb 2025,https://www.jobnet.com.mm/job/field-team-leader-apollo-towers-myanmar-limited/109386,4
Fleet Supervisor,Apollo Towers Myanmar Limited,Administrative,Yangon,Benefits: *Rewards over performance,Highlights:*Join an experienced team,Career Opportunities: *Learn new skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/fleet-supervisor-apollo-towers-myanmar-limited/107463,4
"Manager, Agency Management (Taunggyi)",Manulife Myanmar,"Finance, Accounting, Audit",Shan State,Benefits: As per company policy,Highlights:Fun working environment International standards,Career Opportunities: Training provided Learn new skills on job,10 Feb 2025,https://www.jobnet.com.mm/job/manager-agency-management-taunggyi-manulife-myanmar/107398,4
"Sales Manager (Agency Channel, Mandalay)",Manulife Myanmar,"Sales, Business Development",Mandalay,Benefits: Rewards over performance,Highlights:Fun working environment International Standard,Career Opportunities: Training provided,10 Feb 2025,https://www.jobnet.com.mm/job/sales-manager-agency-channel-mandalay-manulife-myanmar/107928,4
Mechanical and Electrical Engineer,"Bridging International Co,Ltd","Engineering, Technical, HSE",Yangon,Benefits: Rewards for over performance,Highlights:•	Fun Working Environment •	International Standards •	Make a difference •	Join an experienced team,Career Opportunities: •	Training provided •	Learn new skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/mechanical-and-electrical-engineer-bridging-international-co-ltd/110104,4
Computer Maintenance Technician,"Nippon Paint (Myanmar) Co.,Ltd","Engineering, Technical, HSE",Yangon,"Benefits: working day - Mon day to Friday Sat(half) off day - Sat (half), Sun day and Gazette day Annual bonus Insurance  Training Annual Bonus",Highlights:Fun working environment,Career Opportunities: Opportunities for promotion,10 Feb 2025,https://www.jobnet.com.mm/job/computer-maintenance-technician-nippon-paint-myanmar-co-ltd/110690,4
Cash Teller (Hpa-An Branch),Yoma Bank,"Customer Service, Support",Kayin State,Benefits: •    Mobile Phone Allowance •    Life Insurance •    Limited Medical Cover,Highlights:•    Empowered Working Environment •    Diverse Team,Career Opportunities: •    Learning and Development Platform •    Opportunities to Explore Multiple Career Paths,10 Feb 2025,https://www.jobnet.com.mm/job/cash-teller-hpa-an-branch-yoma-bank/110689,4
Cash Collector,"Nippon Paint (Myanmar) Co.,Ltd","Customer Service, Support",Yangon,"Benefits: working day - Mon day to Friday Sat(half) off day - Sat (half), Sun day and Gazette day Annual bonus Insurance  Training Annual Bonus",Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,10 Feb 2025,https://www.jobnet.com.mm/job/cash-collector-nippon-paint-myanmar-co-ltd/110688,4
Business Development Specialist (Hpa-An Branch),Yoma Bank,"Sales, Business Development",Kayin State,Benefits: •    Mobile Phone Allowance •    Life Insurance •    Limited Medical Cover,Highlights:•    Empowered Working Environment •    Diverse Team,Career Opportunities: •    Learning and Development Platform •    Opportunities to Explore Multiple Career Paths,10 Feb 2025,https://www.jobnet.com.mm/job/business-development-specialist-hpa-an-branch-yoma-bank/110687,4
Senior Accountant,Citizens I.D Limited,"Finance, Accounting, Audit",Yangon,Benefits: Performance based Annual Bonus.,"Highlights:Enjoy a workplace where creativity and collaboration thrive, making every day enjoyable and inspiring.","Career Opportunities: Build your career within a company that values personal and professional growth, offering opportunities to develop your skills.",10 Feb 2025,https://www.jobnet.com.mm/job/senior-accountant-citizens-id-limited/110685,4
Customer Service Officer ( Mandalay ),KBZ Bank,"Customer Service, Support",Mandalay,Benefits: Bonus + Uniform,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,10 Feb 2025,https://www.jobnet.com.mm/job/customer-service-officer-mandalay-kbz-bank/110683,4
"Analyst, Administration",AIA Myanmar,Administrative,Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,10 Feb 2025,https://www.jobnet.com.mm/job/analyst-administration-aia-myanmar/110682,4
Interior Designer (Senior/Junior),Citizens I.D Limited,"Architecture, Design",Yangon,Benefits: - Attractive Annual Bonus - Transportation Arrangement,Highlights:Join a winning team,Career Opportunities: Possibility for job training,10 Feb 2025,https://www.jobnet.com.mm/job/interior-designer-senior-junior-citizens-id-limited/108261,4
"VP, Pricing, Products & Segments",ATOM,"Sales, Business Development",Yangon,Benefits: Airtime Usage Medical Insurance Coverage Bonus Entitlement,Highlights:Make a difference! Join an experienced team!,Career Opportunities: Learn new Skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/vp-pricing-products-and-segments-atom/110679,4
Senior Accountant,"Myint Myat Maung Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:--,Career Opportunities: Opportunities for promotion,10 Feb 2025,https://www.jobnet.com.mm/job/senior-accountant-myint-myat-maung-co-ltd/110678,4
"SM, Head Of Infra Implementation & Estate Manage",ATOM,"Engineering, Technical, HSE",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage  - Bonus Entitlement,Highlights:- Make a difference - Join an experienced team,Career Opportunities: - Learn new Skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/sm-head-of-infra-implementation-and-estate-manage-atom/110677,4
Senior Accountant,Super Light Logistics Services,"Finance, Accounting, Audit",Yangon,"Benefits: B2B Sim Card Allowance. Provided ferry, Annual Bonus and Salary Increment by year.",Highlights:Fun Working Environment.,Career Opportunities: Learn new Skills on the job. Internal Training Provided.,10 Feb 2025,https://www.jobnet.com.mm/job/senior-accountant-super-light-logistics-services/108912,4
Design & Planning Manager -Solar Project,Myanmar Thiha Group of Companies,"Engineering, Technical, HSE",Yangon,Benefits: Working Day/ Hour  Monday ~ Friday / 8:45 AM ~ 5:00 PM  Other benefits  Lunch Provided + Transportation allowance Provided,Highlights:- International Standards - Joined an experienced team,Career Opportunities: - Learn new skill on job - Management Potential,10 Feb 2025,https://www.jobnet.com.mm/job/design-and-planning-manager-solar-project-myanmar-thiha-group-of-companies/107180,4
Trainer,Lotteria Myanmar,Food and Beverage,Yangon,Benefits: - Bonus  - OT,Highlights:- Join in experience team,Career Opportunities: - Training  - Promotion,10 Feb 2025,https://www.jobnet.com.mm/job/trainer-lotteria-myanmar/107034,4
Brand Manager,"Peace Myanmar Group Co.,Ltd (PMG)","Marketing, Media, Creative",Yangon,Benefits: -Rewards for over performance,Highlights:-Make a difference -Fun working environment,Career Opportunities: Learn new skills and techniques,10 Feb 2025,https://www.jobnet.com.mm/job/brand-manager-peace-myanmar-group-co-ltd-pmg/108998,4
Business Solution Manager(SAP By Design),Win Brothers Group of Companies Limited,"IT Hardware, Software",Yangon,Benefits: Yearly Bonus and Salary Increment,Highlights:Fun working environment,Career Opportunities: Learn new skills on the job,10 Feb 2025,https://www.jobnet.com.mm/job/business-solution-managersap-by-design-win-brothers-group-of-companies-limited/110674,4
Finance Manager (Sales & Inventory Reporting),Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: -Competitive salary -Performance based annual bonus -Staff Ferry Service -Health Insurance and other allowances,Highlights:-Fun working environment -Join a winning team -You can make a difference,Career Opportunities: -Career Development -Learning Opportunities -Work promotions,10 Feb 2025,https://www.jobnet.com.mm/job/finance-manager-sales-and-inventory-reporting-capital-diamond-star-group-cdsg/108312,4
MIS Specialist (Head Office - Naypyitaw),"Vithey Microfinance Co., Ltd.","IT Hardware, Software",NayPyiTaw,Benefits: - Accommodation Allowance - Medical Allowance - Yearly Increment - Ph Bill Allowance - Training Allowance,"Highlights:Sat, Sun & Public Holiday Off","Career Opportunities: Learn new skills on the job, Promotion opportunities",10 Feb 2025,https://www.jobnet.com.mm/job/mis-specialist-head-office-naypyitaw-vithey-microfinance-co-ltd/110176,4
HR Assistant ( Head Office - Naypyitaw),"Vithey Microfinance Co., Ltd.","HR, Training and Recruitment",NayPyiTaw,Benefits: - Accommodation Allowance - Medical Allowance - Yearly Increment - Training Allowance,"Highlights:Sat, Sun & Public Holiday Off","Career Opportunities: Learn new skills on the job, Promotion opportunities",10 Feb 2025,https://www.jobnet.com.mm/job/hr-assistant-head-office-naypyitaw-vithey-microfinance-co-ltd/110177,4
